MGI.symbol,HGNC.symbol
Nfkbid,NFKBID
Gfer,GFER
Mir200a,MIR200A
Aida,AIDA
Snx7,SNX7
Aldh16a1,ALDH16A1
Ddx56,DDX56
Rnf151,RNF151
Rpp14,HTD2
Lars2,LARS2
Cnst,CNST
Hbegf,HBEGF
Foxj1,FOXJ1
Klk9,KLK9
Sag,SAG
Dnah5,DNAH5
Cdh5,CDH5
Kera,KERA
Gm24630,RNU6-160P
Il18rap,IL18RAP
Ubtf,UBTF
Arl5a,ARL5A
Gm25212,RNA5S8
Coa7,COA7
Cd5l,CD5L
Gm22019,RNU6-692P
Gm22711,SNORA50C
Ruvbl2,RUVBL2
Irf6,IRF6
Spata17,SPATA17
Lrrtm1,LRRTM1
Zfp606,ZNF606
Tprg,TPRG1
Lrrc8c,LRRC8C
Cfap73,CFAP73
Ccdc106,CCDC106
Adgrg1,ADGRG1
Chrnd,CHRND
Tsnax,TSNAX-DISC1
Olfml1,OLFML1
Prss21,PRSS21
Mob1a,MOB1A
Uba5,UBA5
Daxx,DAXX
Hspb6,HSPB6
Zbtb49,ZBTB49
Cbl,CBL
Mrps22,MRPS22
C1s1,C1S
Cntnap1,CNTNAP1
Mcemp1,MCEMP1
Edem3,EDEM3
Zfp39,ZNF570
Chst10,CHST10
Xpo6,XPO6
Anks1b,ANKS1B
Sart3,SART3
Ccnd1,CCND1
Rxrb,RXRB
Rexo5,REXO5
Zfp78,ZNF560
Zfp78,PRDM9
Zfp78,ZNF705D
Zfp78,ZNF554
Zfp78,ZNF555
Zfp78,ZNF556
Zfp78,ZNF891
Zfp78,ZNF69
Zfp78,ZNF763
Zfp78,ZNF20
Zfp78,ZNF439
Zfp78,ZNF669
Zfp78,ZNF124
Fat1,FAT1
Masp1,MASP1
Scyl3,SCYL3
Kcng4,KCNG4
Vsx2,VSX2
Tjp1,TJP1
Mmp25,MMP25
Txnl4b,TXNL4B
Zbtb16,ZBTB16
Gpr25,GPR25
Amer3,AMER3
Gstm6,GSTM1
Plppr4,PLPPR4
Eif5a2,EIF5A2
Mtss1,MTSS1
Tnpo3,TNPO3
Zfp853,ZNF853
Msi2,MSI2
Snx11,SNX11
Ly9,LY9
Tppp3,TPPP3
Hnrnpr,HNRNPR
Mt1,MT1G
Foxn4,FOXN4
Enc1,ENC1
Grm3,GRM3
Umps,UMPS
Mrps35,MRPS35
Aplnr,APLNR
Ccdc154,CCDC154
Plxnb1,PLXNB1
Phactr1,PHACTR1
Batf3,BATF3
Acan,ACAN
Hmgcs2,HMGCS2
Pfkfb4,PFKFB4
Ago3,AGO3
Il10,IL10
Als2cl,ALS2CL
Ubl5c,UBL5
Crocc,CROCC
Zfp383,ZNF383
Pde8b,PDE8B
Fkbp7,FKBP7
Dusp27,STYXL2
Mef2c,MEF2C
Apobec4,APOBEC4
Iws1,IWS1
Nkiras1,NKIRAS1
Slfn14,SLFN14
Lrrc8d,LRRC8D
Lbx2,LBX2
Tmem145,TMEM145
Ube2i,UBE2I
Gcn1,GCN1
Gm25852,SNORA63E
Dyrk3,DYRK3
Oas1d,OAS1
Numbl,NUMBL
Zfp994,ZNF34
Slc25a48,SLC25A48
Snord68,SNORD68
Prrt3,PRRT3
Traf4,TRAF4
Celf3,CELF3
Il20,IL20
Hsd17b7,HSD17B7
Actr1b,ACTR1B
Rpia,RPIA
Foxn1,FOXN1
Tnfsf13,TNFSF13
Stimate,STIMATE
Sstr2,SSTR2
Myd88,MYD88
Gm22783,RNU6-915P
Prl2c3,PRL
Apba2,APBA2
Tsc22d2,TSC22D2
Mir143,MIR143
Map3k12,MAP3K12
Entpd5,ENTPD5
Tspan10,TSPAN10
Brpf1,BRPF1
Ccdc32,CCDC32
Vps9d1,VPS9D1
Shfl,SHFL
Alg8,ALG8
Trim12c,TRIM5
Tmco6,TMCO6
Pramel22,PRAMEF12
Pramel22,PRAMEF15
Pramel22,PRAMEF14
Pramel22,PRAMEF19
Pramel22,PRAMEF17
Pramel22,PRAMEF20
Pramel22,PRAMEF27
Pramel22,PRAMEF25
Pramel22,PRAMEF9
Pramel22,PRAMEF26
Ush2a,USH2A
Slc45a2,SLC45A2
Trim71,TRIM71
Pcdha1,PCDHA1
Fbrsl1,FBRSL1
Pramel40,PRAMEF12
Pramel40,PRAMEF15
Pramel40,PRAMEF14
Pramel40,PRAMEF19
Pramel40,PRAMEF17
Pramel40,PRAMEF20
Pramel40,PRAMEF27
Pramel40,PRAMEF25
Pramel40,PRAMEF9
Pramel40,PRAMEF26
Ahrr,AHRR
Upf1,UPF1
Kcna10,KCNA10
Enoph1,ENOPH1
Mpp4,MPP4
Ddx49,DDX49
Ttbk2,TTBK2
Nmnat3,NMNAT3
Cdc42ep4,CDC42EP4
Klhdc2,KLHDC2
Olfml2b,OLFML2B
B3gntl1,B3GNTL1
Hes1,HES1
Atp2b1,ATP2B1
Ptprn,PTPRN
Defb43,DEFB131A
Gcdh,GCDH
Krtap3-3,KRTAP3-3
Krtap3-3,KRTAP3-2
Hrh1,HRH1
Rpf1,RPF1
Bglap,BGLAP
Hikeshi,HIKESHI
Il11ra1,IL11RA
Lgals7,LGALS7B
Lgals7,LGALS7
Chil3,CHIA
Zpld1,ZPLD1
Alkbh6,ALKBH6
2510039O18Rik,KIAA2013
H2-Oa,HLA-DOA
Slc6a17,SLC6A17
Abhd14b,ABHD14B
Git1,GIT1
Tuba1a,TUBA1A
Gm23093,RNU6-299P
Gm23093,RNU6-572P
Gm23093,RNU6-947P
Tmem119,TMEM119
Mdm1,MDM1
Cluh,CLUH
Lztfl1,LZTFL1
Scamp4,SCAMP4
Fndc8,FNDC8
Fdx2,FDX2
Tcaf2,TCAF2C
Tcaf2,TCAF2
Krtap12-1,KRTAP4-5
Serpine2,SERPINE2
Osbpl10,OSBPL10
Clk3,CLK3
Zp3,POMZP3
Pcdha11,PCDHA11
Ctc1,CTC1
Tspan4,TSPAN4
Stk19,STK19
Acadm,ACADM
Dyrk4,DYRK4
Kctd14,KCTD14
Gm23207,RNU6-180P
Slc35a3,SLC35A3
Vangl1,VANGL1
Cebpz,CEBPZ
Cibar1,CIBAR1
Rrnad1,METTL25B
Utrn,UTRN
Hs3st3a1,HS3ST3A1
C87436,C2orf42
Gm25289,RNU4-77P
Ik,IK
Lck,LCK
Mir497,MIR497
Cdhr4,CDHR4
Klk1b9,KLK3
Clec1b,CLEC1B
Nacc1,NACC1
Herpud1,HERPUD1
Ska2,SKA2
Copg1,COPG1
Gm25879,RNU6-181P
Cactin,CACTIN
Usp42,USP42
Smyd3,SMYD3
Mir150,MIR150
Cd69,CD69
Dap3,DAP3
Fhad1,FHAD1
Gm38999,C19orf84
Gm25518,RNU6-169P
Ap4b1,AP4B1
Tchhl1,TCHHL1
Iqcb1,IQCB1
Arhgap35,ARHGAP35
Klk7,KLK7
Slc6a2,SLC6A2
Acad9,ACAD9
Zfp688,ZNF688
Ly6l,LY6L
Icam2,ICAM2
Hspb8,HSPB8
Alppl2,ALPP
Alppl2,ALPG
Alppl2,ALPI
Tcf23,TCF23
Mrps16,MRPS16
2310050C09Rik,C1orf68
Mettl7b,METTL7B
Klhl29,KLHL29
Cd53,CD53
Cct7,CCT7
Srd5a1,SRD5A1
Slc44a2,SLC44A2
Adss,ADSS2
Gpx4,GPX4
Pcdh1,PCDH1
Nme1,NME1
Prl7c1,PRL
Hs3st5,HS3ST5
Kcnj8,KCNJ8
Snord16a,SNORD16
Trim65,TRIM65
Tesk2,TESK2
Mrpl43,MRPL43
n-R5s108,RNA5S16
Ccdc97,CCDC97
Gm42417,ANKRD23
Cnot9,CNOT9
Plekhm3,PLEKHM3
Sspn,SSPN
Btnl2,BTNL2
Nek8,NEK8
Myl6b,MYL6B
Zbtb2,ZBTB2
Vim,VIM
Imp3,IMP3
Zfp748,ZNF845
Omg,OMG
Gm25207,RNU6-381P
Cfap52,CFAP52
Hdgfl3,HDGFL3
Myh11,MYH11
Prdm11,PRDM11
Rnf157,RNF157
Gm25812,RNU6-959P
Nsun3,NSUN3
Zfp456,ZNF429
Mybpc3,MYBPC3
Wdr6,WDR6
Vmn1r48,VN1R5
Npffr2,NPFFR2
Ilf3,ILF3
Tanc2,TANC2
Napa,NAPA
Lad1,LAD1
Slc33a1,SLC33A1
Lmbr1,LMBR1
Gm3285,KRTAP4-5
Gm3285,KRTAP9-1
Mixl1,MIXL1
Nudt19,NUDT19
Sos1,SOS1
Krtap1-5,KRTAP1-5
Krtap1-5,KRTAP1-3
Krtap1-5,KRTAP1-1
Krtap1-5,KRTAP1-4
Slc25a10,SLC25A10
Gm23245,SNORA22C
Gm13040,PRAMEF12
Gm13040,PRAMEF15
Gm13040,PRAMEF14
Gm13040,PRAMEF19
Gm13040,PRAMEF17
Gm13040,PRAMEF20
Gm13040,PRAMEF27
Gm13040,PRAMEF25
Gm13040,PRAMEF9
Gm13040,PRAMEF26
Apoa5,APOA5
Ldhd,LDHD
Ddx10,DDX10
Cldn19,CLDN19
Cyp19a1,CYP19A1
H3c13,H3C15
Tars2,TARS2
Mir294,MIR372
Slc16a11,SLC16A11
Fetub,FETUB
Cln6,CLN6
Megf8,MEGF8
Scn5a,SCN5A
Arnt2,ARNT2
Upk2,UPK2
Banp,BANP
Ier2,IER2
Gpr155,GPR155
Eif3h,EIF3H
Gpr135,GPR135
Pcdhb4,PCDHB5
Il1rl1,IL1RL1
Gm39115,KRTAP5-8
Nanos3,NANOS3
Slamf8,SLAMF8
Lman2l,LMAN2L
Thumpd1,THUMPD1
Gm28040,KISS1
Pde4d,PDE4D
Shank2,SHANK2
Zfp85,ZNF429
Tmem132c,TMEM132C
Tsr3,TSR3
Ppp1r9b,PPP1R9B
Snord2,SNORD2
Fndc9,FNDC9
Phf21a,PHF21A
P3h1,P3H1
Tmem150b,TMEM150B
Tmem108,TMEM108
Lamb3,LAMB3
Lalba,LALBA
Ablim1,ABLIM1
Hjv,HJV
Klri2,KLRC1
Klri2,KLRC2
Klri2,KLRC4
Rbm33,RBM33
Trhde,TRHDE
Herc2,HERC2
Crygc,CRYGC
Actr2,ACTR2
Ms4a6b,MS4A6A
Ms4a6b,MS4A6E
Evi5,EVI5
B3gnt2,B3GNT2
Sel1l,SEL1L
Klf15,KLF15
Rdh16f1,RDH16
Kctd15,KCTD15
Naa80,NAA80
Mir195a,MIR195
Acly,ACLY
Nat8f7,NAT8
Nat8f7,NAT8B
Pgbd5,PGBD5
Selenok,SELENOK
Shcbp1l,SHCBP1L
Srrm2,SRRM2
Ddx46,DDX46
Gpr160,GPR160
Prr12,PRR12
Ugt1a9,UGT1A9
Ugt1a9,UGT1A8
Ugt1a9,UGT1A7
Ugt1a9,UGT1A10
Cdc34b,CDC34
Septin1,SEPTIN1
Twf2,TWF2
Foxp1,FOXP1
Gm3839,GAPDH
Muc3,MUC17
B3gnt7,B3GNT7
Cers3,CERS3
Top2b,TOP2B
Erp27,ERP27
Nek2,NEK2
S100a8,S100A8
Fam216a,FAM216A
Exd1,EXD1
Dcdc2b,DCDC2B
Larp7,LARP7
Arhgef2,ARHGEF2
Trmt1l,TRMT1L
Ubr3,UBR3
Pramel31,PRAMEF12
Pramel31,PRAMEF15
Pramel31,PRAMEF14
Pramel31,PRAMEF19
Pramel31,PRAMEF17
Pramel31,PRAMEF20
Pramel31,PRAMEF27
Pramel31,PRAMEF25
Pramel31,PRAMEF9
Pramel31,PRAMEF26
Dhx38,DHX38
Abl2,ABL2
Cdh13,CDH13
Soat1,SOAT1
Mtus1,MTUS1
Gstm1,GSTM1
Sdccag8,SDCCAG8
Ampd2,AMPD2
Tmod4,TMOD4
Creb3l4,CREB3L4
Ttc30a2,TTC30B
Ttc30a2,TTC30A
Insyn1,INSYN1
Diablo,DIABLO
Atp2c2,ATP2C2
Camsap2,CAMSAP2
Lrrc24,LRRC24
Zscan26,ZSCAN26
Pfdn1,PFDN1
Txndc9,TXNDC9
Dapk3,DAPK3
Wdr43,WDR43
Dtl,DTL
Gm9508,KRTAP4-5
Gm9508,KRTAP9-1
Tk1,TK1
H2aj,H2AJ
Atp1a4,ATP1A4
Zfp273,ZNF429
Mrpl53,MRPL53
Tmem126b,TMEM126B
Sertad4,SERTAD4
Selenot,SELENOT
Lmx1a,LMX1A
Zglp1,ZGLP1
Prdx1,PRDX1
Lamtor5,LAMTOR5
Ppm1m,PPM1M
Zfp598,ZNF598
Map6d1,MAP6D1
Nif3l1,NIF3L1
Evx1,EVX1
Mir26b,MIR26B
Ern1,ERN1
Pik3c2b,PIK3C2B
Hsd3b6,HSD3B2
Hsd3b6,HSD3B1
H4c12,H4-16
Shc1,SHC1
Mkrn2os,MKRN2OS
Slc44a5,SLC44A5
Sesn1,SESN1
Spink14,SPINK14
Kcnk1,KCNK1
Bloc1s4,BLOC1S4
Chrd,CHRD
Cops7b,COPS7B
Prss54,PRSS54
Cdkn2d,CDKN2D
Prkaa2,PRKAA2
Med20,MED20
Klk1b21,KLK3
Gpr161,GPR161
Mrpl34,MRPL34
Klhl12,KLHL12
Cd300lg,CD300LG
Alyref,ALYREF
Tra2a,TRA2A
Man2c1,MAN2C1
Uts2,UTS2
Nav2,NAV2
Akap1,AKAP1
Zfp622,ZNF622
Vmn1r28,VN1R5
Phactr2,PHACTR2
Zmpste24,ZMPSTE24
Psmb3,PSMB3
F2r,F2R
Tbp,TBP
Elof1,ELOF1
Slc4a7,SLC4A7
Msln,MSLN
Foxd2,FOXD2
Lrig2,LRIG2
Arl2bp,ARL2BP
Zfp787,ZNF787
Exoc3l4,EXOC3L4
Nat8f6,NAT8
Nat8f6,NAT8B
Fpr1,FPR1
Mcph1,MCPH1
Ppp2r3a,PPP2R3A
Sh3pxd2a,SH3PXD2A
Fbxo45,FBXO45
Ncl,NCL
Ptges3l,PTGES3L
Ipcef1,IPCEF1
Pcdhga10,PCDHGA10
Cfap45,CFAP45
Samd15,SAMD15
Gm23205,RNU6-314P
Gm40193,C17orf114
Hsd11b2,HSD11B2
Kmt2d,KMT2D
Cmtm2a,CMTM2
Klk6,KLK6
B3galt2,B3GALT2
Pycr1,PYCR1
Adam15,ADAM15
Vmn1r26,VN1R5
Defa41,DEFA1
Defa41,DEFA1B
Unc50,UNC50
F2rl1,F2RL1
Isoc1,ISOC1
Arsi,ARSI
Kcnj2,KCNJ2
S100a4,S100A4
Cmtr2,CMTR2
Tra2b,TRA2B
Cap1,CAP1
Klhdc3,KLHDC3
Zfp870,ZNF700
Zfp870,ZNF878
Spire2,SPIRE2
Cd59a,CD59
Nupl2,NUP42
Trip13,TRIP13
Spc25,SPC25
Phldb1,PHLDB1
Taar5,TAAR5
Tafa2,TAFA2
Meiob,MEIOB
Mir99b,MIR99B
Epop,EPOP
Cnnm4,CNNM4
Klk8,KLK8
Ugt1a8,UGT1A9
Ugt1a8,UGT1A8
Ugt1a8,UGT1A7
Ugt1a8,UGT1A10
Mccc2,MCCC2
Cep19,CEP19
Ccsap,CCSAP
Tipin,TIPIN
Avl9,AVL9
Peg3,PEG3
Fam217a,FAM217A
Ccdc50,CCDC50
Mkrn2,MKRN2
Ampd1,AMPD1
Gramd1c,GRAMD1C
Sec14l1,SEC14L1
Nr2c1,NR2C1
Snord37,SNORD37
Ccdc181,CCDC181
Tsks,TSKS
Pcdhga4,PCDHGA4
Gabrb2,GABRB2
Gm4559,KRTAP2-3
Gm4559,KRTAP2-4
Gm4559,KRTAP4-16
Gm4559,KRTAP4-11
Gm4559,KRTAP4-5
Gm4559,KRTAP4-4
Gm4559,KRTAP2-1
Gm4559,KRTAP2-2
Gm4559,KRTAP4-8
Gm4559,KRTAP4-1
Gm4559,KRTAP4-9
Gm4559,KRTAP9-1
Trim67,TRIM67
Dok7,DOK7
Tmem205,TMEM205
Prr22,PRR22
Gm5737,SDR42E2
Fzd3,FZD3
Oxsm,OXSM
Sephs2,SEPHS2
Scn11a,SCN11A
Eif5b,EIF5B
Bicral,BICRAL
Iqcj,IQCJ
Gpt,GPT
Anapc7,ANAPC7
Vmn1r25,VN1R5
Me3,ME3
Adam2,ADAM2
Rho,RHO
Cnot8,CNOT8
Sphk1,SPHK1
Slc24a2,SLC24A2
H4c11,H4C15
Krt4,KRT4
Stil,STIL
Mmp13,MMP13
C1ql4,C1QL4
Nlrp9b,NLRP9
Crisp4,CRISP1
Chil4,CHIA
Tsr1,TSR1
Csnk1g2,CSNK1G2
Defa30,DEFA1
Defa30,DEFA1B
Pbld1,PBLD
Mrps21,MRPS21
Sf3b4,SF3B4
Mcoln1,MCOLN1
Tpm3-rs7,TPM3
Rgs12,RGS12
Gbf1,GBF1
Phf12,PHF12
Eif2ak3,EIF2AK3
Kcnk12,KCNK12
Syt2,SYT2
Dnm2,DNM2
Higd1b,HIGD1B
Jmjd1c,JMJD1C
Nr2e3,NR2E3
Gpx1,GPX1
Kif2a,KIF2A
Slc25a20,SLC25A20
Shox2,SHOX2
Prrc2a,PRRC2A
Chpf2,CHPF2
Htr2b,HTR2B
Thop1,THOP1
Lypd6,LYPD6
Ciita,CIITA
Zfp12,ZNF12
Itgal,ITGAL
Creg1,CREG1
Ky,KY
Pcp4l1,PCP4L1
Snord21,SNORD21
Pabpc4,PABPC4
0610030E20Rik,C2orf68
Prkcq,PRKCQ
Bahd1,BAHD1
Sp9,SP9
Ltk,LTK
Snord7,SNORD7
Keap1,KEAP1
Cfc1,CFC1B
Cfc1,CFC1
Rhou,RHOU
Cldnd2,CLDND2
Zscan5b,ZSCAN5B
Zscan5b,ZSCAN5A
Zscan5b,ZSCAN5C
Scaf1,SCAF1
B3gnt5,B3GNT5
Triml2,TRIML2
Ppp1r15b,PPP1R15B
AAdacl4fm3,AADACL4
Rbp4,RBP4
Cyp4x1,CYP4X1
Slc26a9,SLC26A9
Casr,CASR
P2rx3,P2RX3
Abhd1,ABHD1
Gm22958,RNU2-10P
Gm22958,RNU2-58P
Pde10a,PDE10A
Kifc1,KIFC1
Ift81,IFT81
Vmn1r42,VN1R5
Tmem39b,TMEM39B
Amz1,AMZ1
Ddx52,DDX52
Per2,PER2
Ctnnd2,CTNND2
Ash1l,ASH1L
Mir138-2,MIR138-2
Pramel28,PRAMEF12
Pramel28,PRAMEF15
Pramel28,PRAMEF14
Pramel28,PRAMEF19
Pramel28,PRAMEF17
Pramel28,PRAMEF20
Pramel28,PRAMEF27
Pramel28,PRAMEF25
Pramel28,PRAMEF9
Pramel28,PRAMEF26
Cacnb1,CACNB1
Arap2,ARAP2
Hnrnpl,HNRNPL
Alox12,ALOX12
Pitpna,PITPNA
Gm21992,RBM4
Insrr,INSRR
4930522H14Rik,C1orf185
Ikzf2,IKZF2
Pmp2,PMP2
Gm21312,ALYREF
Ensa,ENSA
Kcnu1,KCNU1
Gm22502,RNU6-1180P
Clint1,CLINT1
Zfp628,ZNF628
Defa26,DEFA1
Defa26,DEFA1B
Ccdc84,CENATAC
Adcy3,ADCY3
Mms22l,MMS22L
Wnt8a,WNT8A
Kng2,KNG1
Atf7ip,ATF7IP
Atp1a1,ATP1A1
Cxcr6,CXCR6
Gipc3,GIPC3
Zdhhc18,ZDHHC18
E2f3,E2F3
BC049715,C12orf60
Rassf3,RASSF3
Tpp1,TPP1
Baz1b,BAZ1B
Dcun1d3,DCUN1D3
Gm25813,RNU2-64P
Gm25813,RNU2-19P
Nmbr,NMBR
Aurkaip1,AURKAIP1
Map2,MAP2
Yars,YARS1
Defb12,DEFB105A
Serf1,SERF1A
Gpsm2,GPSM2
Psap,PSAP
Mex3a,MEX3A
Sfswap,SFSWAP
Acap1,ACAP1
Ube2m,UBE2M
Gm26369,RNU6-763P
Igkv15-103,IGKV1-6
Igkv15-103,IGKV1-9
Igkv15-103,IGKV1-17
Igkv15-103,IGKV1-37
Igkv15-103,IGKV1D-37
Igkv15-103,IGKV1D-42
Kctd10,KCTD10
Nipal4,NIPAL4
Klk1b1,KLK3
Armh1,ARMH1
Acsm2,ACSM2A
Acsm2,ACSM2B
Usp53,USP53
Prl3c1,PRL
Fbxo38,FBXO38
Hoxd4,HOXD4
Dcun1d5,DCUN1D5
Hsh2d,HSH2D
Mgat1,MGAT1
Slc30a8,SLC30A8
Alox15,ALOX15
Xpot,XPOT
Nfe2,NFE2
Kif3a,KIF3A
Sipa1,SIPA1
Gm9639,KRTAP4-5
Gm9639,KRTAP9-1
Actl6a,ACTL6A
Mrps5,MRPS5
Vwa2,VWA2
Cd2,CD2
Dync2li1,DYNC2LI1
Plekhj1,PLEKHJ1
Caps2,CAPS2
Col6a5,COL6A5
Rnasel,RNASEL
Afmid,AFMID
Defa43,DEFA1
Defa43,DEFA1B
Atp6v0e,ATP6V0E1
Cd209f,CLEC4M
Rab3gap1,RAB3GAP1
Gulp1,GULP1
Eral1,ERAL1
Rsrc2,RSRC2
Celf1,CELF1
Nfkbiz,NFKBIZ
Aldh3b1,ALDH3B1
Gm22980,SNORD38B
Col25a1,COL25A1
Napepld,NAPEPLD
Rgs22,RGS22
Ak4,AK4P3
Epor,EPOR
Grem2,GREM2
Etfb,ETFB
Suco,SUCO
Bin3,BIN3
Rbfox1,RBFOX1
Rcc1l,RCC1L
Kcnmb1,KCNMB1
Klk1b4,KLK3
Gm23331,RNU6-448P
Map3k21,MAP3K21
Ipo13,IPO13
Rap1a,RAP1A
Myo1b,MYO1B
Slc4a3,SLC4A3
Capn12,CAPN12
Hes7,HES7
Fbxo25,FBXO25
H3c15,H3C14
Crlf1,CRLF1
Fasl,FASLG
Retn,RETN
Erap1,ERAP1
Mir9-2,MIR9-2
Trim5,TRIM5
Atf6,ATF6
Mmp17,MMP17
Pogz,POGZ
Actg1,ACTG1
Prkacb,PRKACB
H4c2,H4C14
Igsf3,IGSF3
Samd13,SAMD13
Lsm10,LSM10
Slc46a1,SLC46A1
Ascl5,ASCL5
1700066M21Rik,C2orf69
Aftph,AFTPH
Acvr2a,ACVR2A
Fcrls,FCRL2
Smg5,SMG5
Ltbp3,LTBP3
Zfp583,ZNF583
Rpl24,RPL24
Pkp4,PKP4
Cd8a,CD8A
Krt40,KRT40
Nuf2,NUF2
Mapkbp1,MAPKBP1
Med16,MED16
Kif21b,KIF21B
Ecsit,ECSIT
Trib2,TRIB2
Pex19,PEX19
Snord87,SNORD87
Tle5,TLE5
Ttyh1,TTYH1
Gm12248,FAXDC2
Ssbp2,SSBP2
Krt35,KRT35
Prl8a1,PRL
Wwtr1,WWTR1
Zfp729b,ZNF845
Gm26109,SNORD63
Sgca,SGCA
Ist1,IST1
Mefv,MEFV
Mafa,MAFA
Il5,IL5
Nsl1,NSL1
Snora41,SNORA41
Nlrp9c,NLRP9
Lrrc32,LRRC32
Defa17,DEFA1
Defa17,DEFA1B
Usp29,USP29
Tbcb,TBCB
Hexim1,HEXIM1
Onecut1,ONECUT1
Prr14,PRR14
Pdxdc1,PDXDC1
Lin7b,LIN7B
Retreg2,RETREG2
Apof,APOF
Uqcrq,UQCRQ
Ppp1r42,PPP1R42
Myom2,MYOM2
Pros1,PROS1
Zfp617,ZNF700
Zfp617,ZNF878
Dnajb11,DNAJB11
Cnn3,CNN3
Cnp,CNP
Tmem214,TMEM214
Cd9,CD9
Slc13a4,SLC13A4
Polr2a,POLR2A
Fam222b,FAM222B
Gm23655,RNU6-1232P
C1s2,C1S
Ecd,ECD
Smg8,SMG8
4933434E20Rik,C1orf43
Gm22716,RNU6-105P
Agl,AGL
1810010H24Rik,C17orf58
Mboat7,MBOAT7
Pkp1,PKP1
Il1r1,IL1R1
Fam240b,FAM240B
Marchf4,MARCHF4
Tgfbr3,TGFBR3
Gm49337,PIK3R3
Gm49337,P3R3URF-PIK3R3
Nrros,NRROS
Dnmt3a,DNMT3A
Igkv6-32,IGKV4-1
Tmem106b,TMEM106B
Peak1,PEAK1
Efcab14,EFCAB14
Defa5,DEFA1
Defa5,DEFA1B
Map7,MAP7
Mir34b,MIR34B
Gm4303,ALYREF
Cfap74,CFAP74
Dhx37,DHX37
Terf2,TERF2
Arhgap39,ARHGAP39
Rom1,ROM1
Mbd5,MBD5
Zfp648,ZNF648
Gm22359,RNU6-1240P
Cox6b2,COX6B2
Taf5l,TAF5L
Gpr171,GPR171
Gm24522,RNU6-304P
Tmem219,TMEM219
Lurap1,LURAP1
Rpain,RPAIN
Zfp874a,ZNF429
Phlpp2,PHLPP2
Pip4k2b,PIP4K2B
Hspb11,HSPB11
Atp6v0b,ATP6V0B
Snrpf,SNRPF
Rai1,RAI1
Zfp551,ZNF551
Smyd2,SMYD2
Dkk4,DKK4
Epb41,EPB41
Hsd11b1,HSD11B1
Pank1,PANK1
Mtf2,MTF2
Myl6,MYL6
Fer,FER
Chmp2b,CHMP2B
Prmt6,PRMT6
Pramel19,PRAMEF12
Pramel19,PRAMEF15
Pramel19,PRAMEF14
Pramel19,PRAMEF19
Pramel19,PRAMEF17
Pramel19,PRAMEF20
Pramel19,PRAMEF27
Pramel19,PRAMEF25
Pramel19,PRAMEF9
Pramel19,PRAMEF26
Ace,ACE
Nppb,NPPB
Gm25322,RNU6-866P
Gm38431,RAVER1
Vmn1r47,VN1R5
Mir103-1,MIR103A1
Pcdhgc3,PCDHGC3
Pdilt,PDILT
Rhbdd1,RHBDD1
Rhobtb2,RHOBTB2
Mfsd6l,MFSD6L
Rpl29,RPL29
Septin9,SEPTIN9
Celsr3,CELSR3
Capza2,CAPZA2
Gm13057,PRAMEF12
Gm13057,PRAMEF15
Gm13057,PRAMEF14
Gm13057,PRAMEF19
Gm13057,PRAMEF17
Gm13057,PRAMEF20
Gm13057,PRAMEF27
Gm13057,PRAMEF25
Gm13057,PRAMEF9
Gm13057,PRAMEF26
Stmn4,STMN4
Trmt13,TRMT13
Dnah1,DNAH1
Nmur2,NMUR2
Neurod6,NEUROD6
Slc45a1,SLC45A1
Trim28,TRIM28
Selenoi,SELENOI
Hnrnpf,HNRNPF
Pigs,PIGS
Zfp128,ZNF8
Txnrd1,TXNRD1
Gtf2h5,GTF2H5
H6pd,H6PD
Cr1l,CR1
Gm22572,RNU6-704P
Fam131a,FAM131A
Zkscan3,ZKSCAN4
Nfya,NFYA
Zfp985,ZNF34
n-R5s100,RNA5S1
Jund,JUND
Gm34066,C2orf66
Kif5c,KIF5C
Prmt7,PRMT7
Tacr2,TACR2
6030458C11Rik,C5orf22
Tat,TAT
Arnt,ARNT
Zfp639,ZNF639
Mab21l4,MAB21L4
Gm24223,RNU6-387P
Sh2d6,SH2D6
Cgref1,CGREF1
Fgfr1,FGFR1
Galnt2,GALNT2
Vwa3a,VWA3A
Bglap3,BGLAP
Scn2a,SCN2A
Taf8,TAF8
Lysmd1,LYSMD1
Prmt1,PRMT1
Fam78b,FAM78B
Gm26387,SNORA66
Hgd,HGD
Ccdc42,CCDC42
Vav3,VAV3
Pou2f2,POU2F2
Tmem222,TMEM222
Bap1,BAP1
Pcgf1,PCGF1
Cd247,CD247
Vmn1r236,VN1R4
Pitpnm2,PITPNM2
Heatr6,HEATR6
Mocs2,MOCS2
Gm25739,RNU6-271P
Tekt2,TEKT2
Gm26938,TMEM184A
Iffo1,IFFO1
Nrip3,NRIP3
Odf2,ODF2
Ttc9b,TTC9B
Slc22a4,SLC22A4
Fgr,FGR
Carns1,CARNS1
Iqcg,IQCG
Hectd3,HECTD3
Mllt1,MLLT1
Gp1ba,GP1BA
Tmem266,TMEM266
Mir671,MIR671
Gm23054,RNU1-93P
S100a5,S100A5
Plekhm1,PLEKHM1
Sv2a,SV2A
Ube2u,UBE2U
Atic,ATIC
Stfa2l1,CSTA
Atf7,ATF7-NPFF
Atf7,ATF7
Gm25201,RNU1-31P
Zfp202,ZNF202
Ern2,ERN2
Kmt2b,KMT2B
Gck,GCK
Pard6a,PARD6A
Npepps,NPEPPS
Inpp4b,INPP4B
Taf2,TAF2
Tex44,TEX44
Gm25935,RNU6-17P
